,Major,Minor,ZipCode,DocumentDate,SalePrice,SqFtLot,SqFtTotLiving,Nuisances,Has_Nuisance,TrafficNoise,PowerLines,OtherNuisances,Is_WaterFrontLocation,WaterFrontLocation,Has_Porch,Has_OpenPorch,Has_EnclosedPorch,NbrLivingUnits,MtRainier,Olympics,Cascades,PugetSound,LakeWashington,LakeSammamish,SmallLakeRiverCreek
27,760,88,98122,2019-03-18,350000,4400,2250,No Nuisances,0,0,0,0,0,None,1,1,1,2,0,0,0,0,0,0,0
28,760,138,98122,2019-03-20,660000,1044,1280,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
29,760,141,98122,2019-04-17,812000,1012,1630,No Nuisances,0,0,0,0,0,None,1,0,1,1,0,0,0,0,0,0,0
30,760,86,98122,2019-05-03,857500,6000,1450,No Nuisances,0,0,0,0,0,None,1,0,1,1,0,0,0,0,0,0,0
31,760,200,98122,2019-08-20,650000,4000,1710,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
32,760,43,98122,2019-08-27,660000,3000,1410,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
33,760,44,98122,2019-11-15,725000,2842,1160,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
34,760,110,98144,2019-05-30,510000,1406,1020,Traffic Noise,1,2,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
35,760,152,98144,2019-04-24,3050000,672,1280,No Nuisances,0,0,0,0,0,None,1,0,1,1,0,0,0,0,0,0,0
36,760,154,98144,2019-04-24,3050000,735,1280,No Nuisances,0,0,0,0,0,None,1,0,1,1,0,0,0,0,0,0,0
37,900,50,98115,2019-07-09,1420000,3811,3650,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
38,1000,4,98116,2019-04-11,813000,6900,1720,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
39,1000,23,98116,2019-06-19,520000,5750,1100,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
40,1120,100,98007,2019-05-31,861000,3024,1530,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
41,1150,200,98052,2019-03-21,1270000,8315,3030,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
42,1150,1010,98052,2019-04-19,990000,8053,2430,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
43,1150,490,98052,2019-06-28,1150000,10072,2500,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
44,1150,30,98052,2019-07-23,1220000,12237,2960,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
45,1150,330,98052,2019-08-26,950000,7873,2390,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
46,1151,520,98052,2019-05-08,1104000,9002,2720,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
47,1152,200,98052,2019-07-31,1199000,13122,3020,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
48,1152,640,98052,2019-09-19,1180000,10450,3010,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
49,1190,20,98042,2019-02-13,440000,4800,2280,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
50,1190,70,98042,2019-05-23,468000,5069,2380,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
51,1190,240,98042,2019-06-13,495000,7098,2410,Traffic Noise,1,1,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
52,1300,1935,98108,2019-07-17,460000,5629,1400,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
53,1300,2225,98108,2019-11-26,310000,4600,700,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
54,1600,90,98002,2019-07-03,300000,6690,1060,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
55,1600,540,98002,2019-07-22,305000,5620,1050,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
56,1600,566,98002,2019-09-05,275000,4200,840,Traffic Noise,1,1,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
57,1600,76,98002,2019-10-23,360000,5964,1650,Traffic Noise,1,1,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
58,1600,140,98002,2019-10-25,345000,4405,900,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
59,1600,580,98002,2019-12-02,383000,4400,1950,Traffic Noise,1,1,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
60,1600,110,98002,2019-12-06,289950,4439,1020,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
61,1600,485,98002,2019-12-17,374950,5667,1924,Traffic Noise,1,1,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
62,2350,450,98052,2019-03-12,659000,9800,2470,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
63,2350,190,98052,2019-05-29,780000,11582,2470,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
64,2350,150,98052,2019-08-06,904990,8750,2080,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
65,2352,520,98052,2019-09-24,730000,9600,1780,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
66,2352,780,98052,2019-11-26,940000,10000,2800,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
67,3100,205,98040,2019-06-21,1045000,9860,1820,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
68,3100,270,98040,2019-09-16,1325000,8736,3060,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
69,3100,235,98040,2019-10-18,960000,8736,1640,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
70,3400,1787,98136,2019-03-07,699950,5775,1240,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,1,0,0,0
71,3400,1010,98136,2019-03-08,1479900,4000,3660,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
72,3400,1860,98136,2019-07-22,640000,4320,1640,Traffic Noise,1,1,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
73,3400,1190,98136,2019-10-07,950000,12379,1490,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,1,0,0,0
74,3400,1005,98136,2019-06-06,1380000,4000,3660,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
75,3400,1835,98136,2019-12-18,1270000,3574,2670,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,2,0,2,0,0,0
76,3700,581,98126,2019-03-06,525000,5346,1110,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
77,3700,19,98126,2019-04-03,571500,5232,1340,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
78,3700,560,98126,2019-06-13,579000,5320,1180,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
79,3700,125,98126,2019-06-19,633450,5320,2210,No Nuisances,0,0,0,0,0,None,1,0,1,1,0,0,0,0,0,0,0
80,3700,540,98126,2019-09-16,430000,6650,1250,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
81,3700,335,98126,2019-12-05,600000,7749,1740,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
82,3700,635,98146,2019-11-14,720000,5320,1940,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
83,4000,821,98168,2019-03-27,1175000,13802,2500,Traffic Noise,1,2,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
84,4000,228,98168,2019-04-26,369000,6725,1560,Traffic Noise,1,1,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
85,4000,236,98168,2019-07-09,194513,7663,2130,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
86,4000,1071,98168,2019-10-02,499000,10246,2720,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
87,4000,7,98168,2019-10-09,365950,8631,1130,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
88,4000,1072,98168,2019-10-29,412000,15914,1800,Other Nuisances,1,0,0,1,0,None,0,0,0,1,0,0,0,0,0,0,0
89,4000,615,98168,2019-11-26,607000,39186,1690,No Nuisances,0,0,0,0,0,None,1,0,1,1,0,0,0,0,0,0,0
90,4000,566,98168,2019-12-04,500000,39260,1250,Traffic Noise,1,1,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
91,4000,397,98168,2019-01-03,629950,7475,2930,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
92,4000,399,98168,2019-01-11,623655,6508,2930,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
93,4000,396,98168,2019-01-15,639950,10043,2930,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
94,4000,398,98168,2019-03-07,647000,6508,2930,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
95,4000,681,98168,2019-10-08,880000,11730,4470,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
96,4100,460,98188,2019-01-11,450000,6000,1860,Other Nuisances,1,1,0,1,0,None,0,0,0,1,0,0,0,0,0,0,0
97,4100,250,98188,2019-12-05,366000,10080,770,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
98,4200,48,98168,2019-11-26,422000,49608,790,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
99,4200,66,98168,2019-12-09,421900,15680,1700,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
100,4200,226,98188,2019-11-22,549000,9090,1600,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
101,4200,146,98188,2019-02-25,949000,21786,5160,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
102,4200,143,98188,2019-04-04,869000,15893,5160,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
103,4300,224,98188,2019-02-15,522500,13950,2280,Traffic Noise,1,2,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
104,4610,209,98040,2019-05-28,3730000,65956,4620,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,2,0,0
105,4900,36,98146,2019-01-23,528000,8040,1290,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
106,5030,160,98042,2019-04-22,495000,8872,3000,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
107,5030,380,98042,2019-05-14,500000,8961,2180,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
108,5100,220,98023,2019-04-16,445000,13125,2670,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
109,5100,130,98023,2019-07-09,295000,12000,2020,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
110,5330,270,98058,2019-01-01,654950,5618,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
111,5330,360,98058,2019-01-16,639950,4000,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
112,5330,470,98058,2019-01-22,725000,4186,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
113,5330,50,98058,2019-02-01,669950,4844,3322,Traffic Noise,1,2,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
114,5330,340,98058,2019-02-05,642950,4000,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
115,5330,430,98058,2019-02-06,702500,4000,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
116,5330,450,98058,2019-03-01,724950,4000,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
117,5330,10,98058,2019-04-11,729950,6735,3188,Traffic Noise,1,2,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
118,5330,440,98058,2019-05-06,699950,4000,3322,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
119,5330,460,98058,2019-05-14,699950,4000,3322,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
120,5330,200,98058,2019-10-01,759950,5000,3054,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
121,5330,230,98058,2019-10-22,699950,5400,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
122,5330,70,98058,2019-10-29,676000,4781,3322,Traffic Noise,1,2,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
123,5330,290,98058,2019-01-01,647950,5362,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
124,5330,380,98058,2019-01-01,642950,4000,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
125,5330,350,98058,2019-02-01,664950,4000,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
126,5330,310,98058,2019-03-01,667950,4054,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
127,5330,330,98058,2019-03-01,667950,4207,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
128,5330,220,98058,2019-10-01,669950,5693,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
129,5330,370,98058,2019-10-23,685000,4000,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
130,5330,300,98058,2019-10-29,779950,5859,3054,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
131,5330,190,98058,2019-10-28,669950,4000,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
132,5330,170,98058,2019-10-28,794950,5461,3188,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
133,5330,180,98058,2019-10-29,690000,4100,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
134,5331,350,98058,2019-06-01,789950,5400,3188,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
135,5331,380,98058,2019-06-01,687950,4320,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
136,5331,410,98058,2019-06-21,647950,4246,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
137,5331,400,98058,2019-06-21,667950,4320,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
138,5331,140,98058,2019-07-01,684950,4320,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
139,5331,10,98058,2019-07-01,734950,4524,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
140,5331,110,98058,2019-07-01,642950,4320,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
141,5331,100,98058,2019-07-01,674950,4320,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
142,5331,130,98058,2019-07-02,645950,4320,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
143,5331,120,98058,2019-07-03,684950,4320,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
144,5331,170,98058,2019-08-01,659950,4320,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
145,5331,150,98058,2019-08-01,645950,4320,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
146,5331,180,98058,2019-08-05,694108,5944,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
147,5331,160,98058,2019-08-05,699950,4320,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
148,5331,40,98058,2019-08-06,724950,4448,3322,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
149,5331,50,98058,2019-08-07,724950,4320,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
150,5331,60,98058,2019-08-15,699950,4320,3322,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
151,5331,200,98058,2019-08-21,742950,5503,3054,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
152,5331,210,98058,2019-08-21,776950,5504,3188,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
153,5331,230,98058,2019-09-02,684950,4404,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
154,5331,320,98058,2019-10-01,799950,6150,3188,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
155,5331,240,98058,2019-10-01,699950,4404,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
156,5331,250,98058,2019-10-01,704950,4405,3322,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
157,5331,330,98058,2019-10-01,689950,3920,2525,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
158,5331,260,98058,2019-10-21,729950,4405,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
159,5331,80,98058,2019-11-15,675000,4320,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
160,5331,90,98058,2019-06-04,649950,4320,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
161,5331,370,98058,2019-07-05,770950,5400,3188,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
162,5331,360,98058,2019-08-01,769950,5400,3054,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
163,5331,20,98058,2019-08-01,720000,4033,3322,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
164,5331,390,98058,2019-08-02,789950,5400,3188,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
165,5331,30,98058,2019-08-02,739950,4646,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
166,5331,190,98058,2019-08-08,776950,4649,3188,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
167,5331,220,98058,2019-08-21,650950,4403,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
168,5331,70,98058,2019-09-02,727950,4320,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
169,5331,340,98058,2019-09-24,669950,3920,2487,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
170,5331,270,98058,2019-10-28,699950,4406,3322,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
171,5331,280,98058,2019-10-30,714950,4406,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
172,5331,300,98058,2019-12-10,699950,4491,3432,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
173,5331,290,98058,2019-12-18,679950,4407,3322,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
174,5350,740,98058,2019-03-14,360000,7385,1600,Power Lines,1,1,1,0,0,None,0,0,0,1,0,0,0,0,0,0,0
175,5350,280,98058,2019-07-18,409950,6357,2060,Power Lines,1,0,1,0,0,None,0,0,0,1,0,0,0,0,0,0,0
176,5350,550,98058,2019-07-23,410000,4800,2660,Power Lines,1,0,1,0,0,None,1,1,0,1,0,0,0,0,0,0,0
177,5350,80,98058,2019-07-25,539900,5236,2780,Power Lines,1,0,1,0,0,None,1,1,0,1,0,0,0,0,0,0,0
178,5350,710,98058,2019-08-28,430000,4864,2460,Power Lines,1,0,1,0,0,None,1,1,0,1,0,0,0,0,0,0,0
179,5350,680,98058,2019-11-01,430000,5341,2660,Power Lines,1,0,1,0,0,None,1,1,0,1,0,0,0,0,0,0,0
180,5900,410,98116,2019-02-17,942500,5000,2020,Traffic Noise,1,2,0,0,0,None,0,0,0,1,0,3,0,3,0,0,0
181,5900,90,98116,2019-02-21,935000,5000,1680,Traffic Noise,1,2,0,0,0,None,0,0,0,1,0,2,0,2,0,0,0
182,5900,201,98116,2019-05-02,271236,6300,1940,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,3,0,3,0,0,0
183,5950,100,98032,2019-03-03,453000,7789,2120,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
184,6500,365,98126,2019-02-21,605000,6550,1360,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,2,0,0,0
185,6500,265,98126,2019-03-14,728000,6550,1680,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,1,0,0,0
186,6500,230,98126,2019-03-22,755000,6421,2170,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
187,6500,180,98126,2019-05-14,1005000,5381,2710,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,2,0,0,0,0,0
188,6500,175,98126,2019-09-04,340000,6585,650,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,2,0,2,0,0,0
189,6500,445,98136,2019-05-20,723935,6275,1600,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,2,0,1,0,0,0
190,6500,380,98136,2019-08-02,760000,6441,2120,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,2,0,1,0,0,0
191,6600,470,98126,2019-04-11,730000,6550,1740,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
192,6600,45,98126,2019-08-07,972000,6350,1520,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
193,6600,475,98126,2019-09-23,605000,6550,960,No Nuisances,0,0,0,0,0,None,1,1,1,1,0,0,0,0,0,0,0
194,6600,465,98126,2019-09-26,705000,6550,2120,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
195,6600,395,98126,2019-10-25,167500,6450,2350,No Nuisances,0,0,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
196,6600,445,98126,2019-12-10,720000,6550,1810,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
197,7200,18,98103,2019-09-30,440000,1429,580,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
198,7800,10,98103,2019-10-30,1300000,1108,1470,Traffic Noise,1,1,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
199,8400,171,98146,2019-03-12,575000,7500,3010,Traffic Noise,1,1,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
200,8400,96,98146,2019-06-04,389950,6665,960,No Nuisances,0,0,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
201,8400,210,98146,2019-11-06,380000,7200,980,Traffic Noise,1,1,0,0,0,None,0,0,0,1,0,0,0,0,0,0,0
202,8700,327,98055,2019-04-26,372500,21084,2720,Traffic Noise,1,1,0,0,0,None,1,1,0,1,0,0,0,0,0,0,0
